genome.genome_id	genome.contigs	genome.genome_length	feature.accession	feature.start	feature.end	feature.strand	feature.patric_id	feature.product
366522.7	1	2698323	AP014724	160	1485	+	fig|366522.7.peg.1	Chromosomal replication initiator protein DnaA
384676.9	1	5888780	NC_008027	1434795	1435499	+	fig|384676.9.peg.1304	DnaA inactivator Hda (shorter homolog of DnaA)
384676.9	1	5888780	NC_008027	334547	336793	-	fig|384676.9.peg.304	Helicase PriA essential for oriC/DnaA-independent DNA replication
384676.9	1	5888780	NC_008027	558	2078	+	fig|384676.9.peg.1	Chromosomal replication initiator protein DnaA
384676.9	1	5888780	NC_008027	4814106	4814699	+	fig|384676.9.peg.4334	DnaA initiator-associating protein DiaA
391574.12	154	5835713	NZ_AAZW01000110	2	1396	-	fig|391574.12.peg.5098	Chromosomal replication initiator protein DnaA
391574.12	154	5835713	NZ_AAZW01000069	4531	5121	-	fig|391574.12.peg.4567	DnaA initiator-associating protein DiaA
391574.12	154	5835713	NZ_AAZW01000016	70238	72439	-	fig|391574.12.peg.2384	Helicase PriA essential for oriC/DnaA-independent DNA replication
411469.3	175	3290996	NZ_ACEP01000159	9535	10869	-	fig|411469.3.peg.2744	Chromosomal replication initiator protein DnaA
411469.3	175	3290996	NZ_ACEP01000105	19422	21674	+	fig|411469.3.peg.2088	Helicase PriA essential for oriC/DnaA-independent DNA replication
450380.4	12	3369357	JPSY01000003	93755	95695	-	fig|450380.4.peg.2659	Helicase PriA essential for oriC/DnaA-independent DNA replication
450380.4	12	3369357	JPSY01000001	1515812	1517203	-	fig|450380.4.peg.1446	Chromosomal replication initiator protein DnaA
484018.6	19	4421921	NZ_DS990130	202383	203798	-	fig|484018.6.peg.1739	Chromosomal replication initiator protein DnaA
484018.6	19	4421921	NZ_DS990122	20359	22821	+	fig|484018.6.peg.776	Helicase PriA essential for oriC/DnaA-independent DNA replication
504487.3	75	3773436	BBNR01000020	46626	49076	+	fig|504487.3.peg.3317	Helicase PriA essential for oriC/DnaA-independent DNA replication
504487.3	75	3773436	BBNR01000002	109676	110950	-	fig|504487.3.peg.553	Chromosomal replication initiator protein DnaA
504487.3	75	3773436	BBNR01000002	109524	109679	-	fig|504487.3.peg.552	Chromosomal replication initiator protein DnaA
511062.4	3	3527244	NC_016745	1379273	1379995	+	fig|511062.4.peg.1282	DnaA inactivator Hda (shorter homolog of DnaA)
511062.4	3	3527244	NC_016745	931486	932076	-	fig|511062.4.peg.862	DnaA initiator-associating protein DiaA
511062.4	3	3527244	NC_016745	724397	726607	-	fig|511062.4.peg.689	Helicase PriA essential for oriC/DnaA-independent DNA replication
511062.4	3	3527244	NC_016745	397326	398645	-	fig|511062.4.peg.386	Chromosomal replication initiator protein DnaA
531844.3	1	2768102	NC_013062	834258	836705	+	fig|531844.3.peg.790	Helicase PriA essential for oriC/DnaA-independent DNA replication
531844.3	1	2768102	NC_013062	543639	545093	+	fig|531844.3.peg.518	Chromosomal replication initiator protein DnaA
582680.7	86	4037586	JYIT01000085	121267	123267	+	fig|582680.7.peg.3407	Helicase PriA essential for oriC/DnaA-independent DNA replication
582680.7	86	4037586	JYIT01000071	20485	21885	+	fig|582680.7.peg.1547	Chromosomal replication initiator protein DnaA
585199.3	15	2435166	NZ_GG668520	223981	225531	+	fig|585199.3.peg.1803	Chromosomal replication initiator protein DnaA
649743.3	4	2520418	NZ_GG703879	421662	423437	-	fig|649743.3.peg.356	Chromosomal replication initiator protein DnaA
653045.3	239	10988130	NZ_AEDI01000115	222	1169	+	fig|653045.3.peg.8927	Chromosomal replication initiator protein DnaA
653045.3	239	10988130	NZ_AEDI01000019	73226	75409	+	fig|653045.3.peg.3812	Helicase PriA essential for oriC/DnaA-independent DNA replication
65393.13	7	6554169	NC_011729	90	1451	+	fig|65393.13.peg.1	Chromosomal replication initiator protein DnaA
65393.13	7	6554169	NC_011729	3491556	3494033	-	fig|65393.13.peg.3207	Helicase PriA essential for oriC/DnaA-independent DNA replication
666685.3	24	4167392	AGIL01000006	146851	147549	-	fig|666685.3.peg.2240	DnaA inactivator Hda (shorter homolog of DnaA)
666685.3	24	4167392	AGIL01000002	296886	298214	-	fig|666685.3.peg.782	Chromosomal replication initiator protein DnaA
666685.3	24	4167392	AGIL01000009	30598	32772	+	fig|666685.3.peg.2754	Helicase PriA essential for oriC/DnaA-independent DNA replication
695560.3	1	2067702	CP002338	1424051	1426450	-	fig|695560.3.peg.1466	Helicase PriA essential for oriC/DnaA-independent DNA replication
695560.3	1	2067702	CP002338	45	1412	+	fig|695560.3.peg.1	Chromosomal replication initiator protein DnaA
742723.3	46	2204631	NZ_ADLB01000022	118705	120075	+	fig|742723.3.peg.1594	Chromosomal replication initiator protein DnaA
742723.3	46	2204631	NZ_ADLB01000018	15714	17942	-	fig|742723.3.peg.1061	Helicase PriA essential for oriC/DnaA-independent DNA replication
742818.3	13	2100457	ADMD01000009	63806	65611	+	fig|742818.3.peg.1721	Chromosomal replication initiator protein DnaA
742818.3	13	2100457	ADMD01000002	215029	217182	+	fig|742818.3.peg.727	Helicase PriA essential for oriC/DnaA-independent DNA replication
743299.4	61	3152659	NZ_AFJD01000005	31427	32113	-	fig|743299.4.peg.1069	DnaA inactivator Hda (shorter homolog of DnaA)
743299.4	61	3152659	NZ_AFJD01000018	5963	7318	-	fig|743299.4.peg.2597	Chromosomal replication initiator protein DnaA
743299.4	61	3152659	NZ_AFJD01000001	269606	270682	+	fig|743299.4.peg.262	DnaA initiator-associating protein DiaA / Cytidyltransferase-related domain protein
743299.4	61	3152659	NZ_AFJD01000022	13529	15703	+	fig|743299.4.peg.2869	Helicase PriA essential for oriC/DnaA-independent DNA replication
926550.5	1	5144873	AP012337	1	1380	+	fig|926550.5.peg.1	Chromosomal replication initiator protein DnaA
926550.5	1	5144873	AP012337	524113	526662	-	fig|926550.5.peg.443	Helicase PriA essential for oriC/DnaA-independent DNA replication
931626.3	1	4044777	NC_016894	2549798	2552191	-	fig|931626.3.peg.2304	Helicase PriA essential for oriC/DnaA-independent DNA replication
931626.3	1	4044777	NC_016894	101	1456	+	fig|931626.3.peg.1	Chromosomal replication initiator protein DnaA
943936.3	106	3945764	JXJO01000034	15891	18368	-	fig|943936.3.peg.3292	Helicase PriA essential for oriC/DnaA-independent DNA replication
943936.3	106	3945764	JXJO01000016	252803	254230	-	fig|943936.3.peg.1611	Chromosomal replication initiator protein DnaA
945712.3	1	2606374	CP002791	266	1825	+	fig|945712.3.peg.1	Chromosomal replication initiator protein DnaA
945712.3	1	2606374	CP002791	1365836	1367881	-	fig|945712.3.peg.1275	Helicase PriA essential for oriC/DnaA-independent DNA replication
97138.3	31	2900700	AQFQ01000012	20165	21508	-	fig|97138.3.peg.1083	Chromosomal replication initiator protein DnaA
97138.3	31	2900700	AQFQ01000013	90737	93184	+	fig|97138.3.peg.1650	Helicase PriA essential for oriC/DnaA-independent DNA replication
996804.3	79	4279067	AFJM01000075	19584	20993	+	fig|996804.3.peg.4678	Chromosomal replication initiator protein DnaA
996804.3	79	4279067	AFJM01000044	116852	117763	-	fig|996804.3.peg.1580	Helicase PriA essential for oriC/DnaA-independent DNA replication
996804.3	79	4279067	AFJM01000044	117772	118794	-	fig|996804.3.peg.1581	Helicase PriA essential for oriC/DnaA-independent DNA replication
997353.4	168	3047417	NZ_AFPY01000101	20812	23079	+	fig|997353.4.peg.1866	Helicase PriA essential for oriC/DnaA-independent DNA replication
997353.4	168	3047417	NZ_AFPY01000088	12337	13743	+	fig|997353.4.peg.1483	Chromosomal replication initiator protein DnaA
1042375.3	58	4370691	AFPL01000023	37781	38467	+	fig|1042375.3.peg.1240	DnaA inactivator Hda (shorter homolog of DnaA)
1042375.3	58	4370691	AFPL01000043	99855	101492	-	fig|1042375.3.peg.2921	Chromosomal replication initiator protein DnaA
1042375.3	58	4370691	AFPL01000046	28231	30372	+	fig|1042375.3.peg.3157	Helicase PriA essential for oriC/DnaA-independent DNA replication
1042375.3	58	4370691	AFPL01000008	121499	122083	+	fig|1042375.3.peg.282	DnaA initiator-associating protein DiaA
1082931.4	2	3948887	CP003075	3393471	3395009	-	fig|1082931.4.peg.3372	Chromosomal replication initiator protein DnaA
1082931.4	2	3948887	CP003075	3166913	3169078	-	fig|1082931.4.peg.3135	Helicase PriA essential for oriC/DnaA-independent DNA replication
1111134.3	69	1925975	AWXB01000039	24861	27173	-	fig|1111134.3.peg.647	Helicase PriA essential for oriC/DnaA-independent DNA replication
1111134.3	69	1925975	AWXB01000015	28515	28688	+	fig|1111134.3.peg.341	Chromosomal replication initiator protein DnaA
1111134.3	69	1925975	AWXB01000015	27346	28407	+	fig|1111134.3.peg.340	Chromosomal replication initiator protein DnaA
1111479.4	37	3398443	AXAR01000002	285185	286555	+	fig|1111479.4.peg.750	Chromosomal replication initiator protein DnaA
1111479.4	37	3398443	AXAR01000004	38323	40752	-	fig|1111479.4.peg.1073	Helicase PriA essential for oriC/DnaA-independent DNA replication
1112209.3	42	3510716	AHVZ01000006	82328	83131	+	fig|1112209.3.peg.290	DnaA inactivator Hda (shorter homolog of DnaA)
1112209.3	42	3510716	AHVZ01000039	15195	17492	+	fig|1112209.3.peg.2481	Helicase PriA essential for oriC/DnaA-independent DNA replication
1112209.3	42	3510716	AHVZ01000009	24816	26261	-	fig|1112209.3.peg.600	Chromosomal replication initiator protein DnaA
1117314.3	114	5337619	AHBZ01000006	88782	89489	+	fig|1117314.3.peg.1309	DnaA inactivator Hda (shorter homolog of DnaA)
1117314.3	114	5337619	AHBZ01000028	39814	41208	+	fig|1117314.3.peg.3541	Chromosomal replication initiator protein DnaA
1117314.3	114	5337619	AHBZ01000029	45257	47428	-	fig|1117314.3.peg.3616	Helicase PriA essential for oriC/DnaA-independent DNA replication
1117314.3	114	5337619	AHBZ01000001	80229	80816	-	fig|1117314.3.peg.75	DnaA initiator-associating protein DiaA
1120950.3	130	7979661	AREV01000002	169649	171691	+	fig|1120950.3.peg.669	Helicase PriA essential for oriC/DnaA-independent DNA replication
1120950.3	130	7979661	AREV01000017	27372	28883	-	fig|1120950.3.peg.2961	Chromosomal replication initiator protein DnaA
1122247.4	99	5082325	KB903840	107916	109922	+	fig|1122247.4.peg.108	Helicase PriA essential for oriC/DnaA-independent DNA replication
1122247.4	99	5082325	KB903843	53386	54867	-	fig|1122247.4.peg.768	Chromosomal replication initiator protein DnaA
1122919.3	154	5673339	ARKW01000145	92363	94894	+	fig|1122919.3.peg.4170	Helicase PriA essential for oriC/DnaA-independent DNA replication
1122919.3	154	5673339	ARKW01000081	16839	18197	+	fig|1122919.3.peg.806	Chromosomal replication initiator protein DnaA
1122962.3	75	4620004	AULH01000004	61193	62659	-	fig|1122962.3.peg.546	Chromosomal replication initiator protein DnaA
1122962.3	75	4620004	AULH01000010	59103	61334	-	fig|1122962.3.peg.2280	Helicase PriA essential for oriC/DnaA-independent DNA replication
1123304.3	37	2422509	AQYA01000032	15491	16852	-	fig|1123304.3.peg.1107	Chromosomal replication initiator protein DnaA
1123304.3	37	2422509	AQYA01000033	71086	73476	-	fig|1123304.3.peg.1297	Helicase PriA essential for oriC/DnaA-independent DNA replication
1141105.7	211	2508206	CAIA01000051	22801	25209	-	fig|1141105.7.peg.650	Helicase PriA essential for oriC/DnaA-independent DNA replication
1141105.7	211	2508206	CAIA01000110	11904	13247	+	fig|1141105.7.peg.1203	Chromosomal replication initiator protein DnaA
114615.4	1	7456587	NC_009445	3539601	3540134	-	fig|114615.4.peg.3240	DnaA inactivator Hda (shorter homolog of DnaA)
114615.4	1	7456587	NC_009445	969	2366	+	fig|114615.4.peg.1	Chromosomal replication initiator protein DnaA
114615.4	1	7456587	NC_009445	422525	424735	+	fig|114615.4.peg.400	Helicase PriA essential for oriC/DnaA-independent DNA replication
1150599.3	102	5681954	AJFJ01000096	158170	159627	+	fig|1150599.3.peg.5163	Chromosomal replication initiator protein DnaA
1150599.3	102	5681954	AJFJ01000077	148477	150477	+	fig|1150599.3.peg.4094	Helicase PriA essential for oriC/DnaA-independent DNA replication
1150864.3	50	7321224	CAIE01000022	6391	8493	+	fig|1150864.3.peg.2167	Helicase PriA essential for oriC/DnaA-independent DNA replication
1150864.3	50	7321224	CAIE01000047	29183	31030	+	fig|1150864.3.peg.6498	Chromosomal replication initiator protein DnaA
1190606.3	211	5595206	AJYG01000128	19717	21105	+	fig|1190606.3.peg.3290	Chromosomal replication initiator protein DnaA
1190606.3	211	5595206	AJYG01000029	136646	138841	-	fig|1190606.3.peg.1007	Helicase PriA essential for oriC/DnaA-independent DNA replication
1190606.3	211	5595206	AJYG01000096	61695	62288	+	fig|1190606.3.peg.2889	DnaA initiator-associating protein DiaA
1215343.11	1	1504659	CP003789	1301788	1303293	+	fig|1215343.11.peg.1231	Chromosomal replication initiator protein DnaA
1215343.11	1	1504659	CP003789	1288042	1290240	-	fig|1215343.11.peg.1219	Helicase PriA essential for oriC/DnaA-independent DNA replication
1215343.11	1	1504659	CP003789	1170526	1171266	-	fig|1215343.11.peg.1103	Chromosomal replication initiator protein DnaA
1218075.5	102	8648774	BAYA01000006	345004	346371	+	fig|1218075.5.peg.2604	DnaA inactivator Hda (shorter homolog of DnaA)
1218075.5	102	8648774	BAYA01000004	221931	222518	-	fig|1218075.5.peg.1419	DnaA initiator-associating protein DiaA
1218075.5	102	8648774	BAYA01000004	390589	392271	-	fig|1218075.5.peg.1568	Chromosomal replication initiator protein DnaA
1218075.5	102	8648774	BAYA01000004	481474	483753	+	fig|1218075.5.peg.1660	Helicase PriA essential for oriC/DnaA-independent DNA replication
1231624.3	1	3198265	AP014690	3124907	3127141	-	fig|1231624.3.peg.2826	Helicase PriA essential for oriC/DnaA-independent DNA replication
1231624.3	1	3198265	AP014690	1332827	1334272	+	fig|1231624.3.peg.1220	Chromosomal replication initiator protein DnaA
1232426.4	135	2330785	CAPI01000038	20086	21774	-	fig|1232426.4.peg.483	Chromosomal replication initiator protein DnaA
1232426.4	135	2330785	CAPI01000091	36680	39166	-	fig|1232426.4.peg.1493	Helicase PriA essential for oriC/DnaA-independent DNA replication
1232724.3	1	5589007	CP002275	3608580	3610592	-	fig|1232724.3.peg.3302	Helicase PriA essential for oriC/DnaA-independent DNA replication
1232724.3	1	5589007	CP002275	1	1503	+	fig|1232724.3.peg.1	Chromosomal replication initiator protein DnaA
1233171.3	23	3609653	AVNC01000018	133744	135072	+	fig|1233171.3.peg.3265	Chromosomal replication initiator protein DnaA
1233171.3	23	3609653	AVNC01000015	2120121	2122577	-	fig|1233171.3.peg.2669	Helicase PriA essential for oriC/DnaA-independent DNA replication
1236526.3	35	2054250	BAKX01000003	65885	67279	+	fig|1236526.3.peg.1001	Chromosomal replication initiator protein DnaA
1236526.3	35	2054250	BAKX01000003	147141	149615	+	fig|1236526.3.peg.1075	Helicase PriA essential for oriC/DnaA-independent DNA replication
1262768.3	25	1121934	HG000333	45743	47131	-	fig|1262768.3.peg.209	Chromosomal replication initiator protein DnaA
1262768.3	25	1121934	HG000342	24831	26987	-	fig|1262768.3.peg.834	Helicase PriA essential for oriC/DnaA-independent DNA replication
1262975.3	172	2388050	FR900044	2	1081	+	fig|1262975.3.peg.1737	Helicase PriA essential for oriC/DnaA-independent DNA replication
1262975.3	172	2388050	FR899967	20311	21657	-	fig|1262975.3.peg.518	Chromosomal replication initiator protein DnaA
1262975.3	172	2388050	FR899922	3	974	-	fig|1262975.3.peg.72	Helicase PriA essential for oriC/DnaA-independent DNA replication
1288971.3	281	6131766	CARA01000230	9342	10676	-	fig|1288971.3.peg.4926	Chromosomal replication initiator protein DnaA
1288971.3	281	6131766	CARA01000223	28095	30524	-	fig|1288971.3.peg.4592	Helicase PriA essential for oriC/DnaA-independent DNA replication
1288971.3	281	6131766	CARA01000222	794	2134	+	fig|1288971.3.peg.4512	Chromosomal replication initiator protein DnaA
1288971.3	281	6131766	CARA01000211	33238	35718	+	fig|1288971.3.peg.3964	Helicase PriA essential for oriC/DnaA-independent DNA replication
129338.5	1	3474426	CP014342	2181442	2183847	-	fig|129338.5.peg.2372	Helicase PriA essential for oriC/DnaA-independent DNA replication
129338.5	1	3474426	CP014342	3229035	3230387	-	fig|129338.5.peg.3447	Chromosomal replication initiator protein DnaA
1294263.3	195	3907117	BAVR01000002	16269	17942	+	fig|1294263.3.peg.165	Helicase PriA essential for oriC/DnaA-independent DNA replication
1294263.3	195	3907117	BAVR01000033	14159	15490	+	fig|1294263.3.peg.2730	Chromosomal replication initiator protein DnaA
1294263.3	195	3907117	BAVR01000002	16126	16296	+	fig|1294263.3.peg.164	Helicase PriA essential for oriC/DnaA-independent DNA replication
1294263.3	195	3907117	BAVR01000002	17987	18571	+	fig|1294263.3.peg.166	Helicase PriA essential for oriC/DnaA-independent DNA replication
330084.3	136	10103604	JNYZ01000014	188064	190004	+	fig|330084.3.peg.4510	Helicase PriA essential for oriC/DnaA-independent DNA replication
330084.3	136	10103604	JNYZ01000013	127294	128946	+	fig|330084.3.peg.4250	Chromosomal replication initiator protein DnaA
399739.8	1	5072807	NC_009439	3314993	3315697	-	fig|399739.8.peg.3037	DnaA inactivator Hda (shorter homolog of DnaA)
399739.8	1	5072807	NC_009439	572061	574280	-	fig|399739.8.peg.544	Helicase PriA essential for oriC/DnaA-independent DNA replication
399739.8	1	5072807	NC_009439	1027327	1027920	-	fig|399739.8.peg.918	DnaA initiator-associating protein DiaA
399739.8	1	5072807	NC_009439	82	1566	+	fig|399739.8.peg.1	Chromosomal replication initiator protein DnaA
1334046.3	56	3548922	AYTB01000007	207322	209730	+	fig|1334046.3.peg.523	Helicase PriA essential for oriC/DnaA-independent DNA replication
1334046.3	56	3548922	AYTB01000016	297888	299246	+	fig|1334046.3.peg.2866	Chromosomal replication initiator protein DnaA
1354722.3	8	5113782	JQLS01000008	2105568	2106245	+	fig|1354722.3.peg.3217	DnaA inactivator Hda (shorter homolog of DnaA)
1354722.3	8	5113782	JQLS01000008	3421310	3422665	+	fig|1354722.3.peg.4548	Chromosomal replication initiator protein DnaA
1354722.3	8	5113782	JQLS01000008	2072709	2074910	-	fig|1354722.3.peg.3187	Helicase PriA essential for oriC/DnaA-independent DNA replication
517417.5	1	2289249	NC_011027	1244114	1246546	+	fig|517417.5.peg.1118	Helicase PriA essential for oriC/DnaA-independent DNA replication
517417.5	1	2289249	NC_011027	167	1648	+	fig|517417.5.peg.1	Chromosomal replication initiator protein DnaA
525919.6	2	1998633	NC_013171	1025226	1027598	-	fig|525919.6.peg.1071	Helicase PriA essential for oriC/DnaA-independent DNA replication
525919.6	2	1998633	NC_013171	254	1633	+	fig|525919.6.peg.107	Chromosomal replication initiator protein DnaA
1479238.4	1	2743966	JQMZ01000001	934386	935825	+	fig|1479238.4.peg.901	Chromosomal replication initiator protein DnaA
1479238.4	1	2743966	JQMZ01000001	2312322	2312777	+	fig|1479238.4.peg.2218	Chromosomal replication initiator protein DnaA
1479238.4	1	2743966	JQMZ01000001	310351	312540	-	fig|1479238.4.peg.305	Helicase PriA essential for oriC/DnaA-independent DNA replication
1500261.3	44	6840993	JUGM01000006	255292	255966	+	fig|1500261.3.peg.1411	DnaA inactivator Hda (shorter homolog of DnaA)
1500261.3	44	6840993	JUGM01000015	272110	274035	+	fig|1500261.3.peg.4224	Helicase PriA essential for oriC/DnaA-independent DNA replication
1500261.3	44	6840993	JUGM01000009	22150	22746	+	fig|1500261.3.peg.2484	DnaA initiator-associating protein DiaA
1500261.3	44	6840993	JUGM01000014	361768	363204	+	fig|1500261.3.peg.3968	Chromosomal replication initiator protein DnaA
1609133.3	1416	9063795	JZWY01000104	21517	23424	+	fig|1609133.3.peg.743	Chromosomal replication initiator protein DnaA
1609133.3	1416	9063795	JZWY01000057	23612	25771	+	fig|1609133.3.peg.7444	Helicase PriA essential for oriC/DnaA-independent DNA replication
569857.6	186	2381859	JXWY01000033	26241	27581	-	fig|569857.6.peg.1312	Chromosomal replication initiator protein DnaA
569857.6	186	2381859	JXWY01000032	651	3059	-	fig|569857.6.peg.1186	Helicase PriA essential for oriC/DnaA-independent DNA replication
620914.3	131	4253672	AHHE02000049	28276	30723	+	fig|620914.3.peg.2286	Helicase PriA essential for oriC/DnaA-independent DNA replication
620914.3	131	4253672	AHHE02000026	125815	127242	+	fig|620914.3.peg.1395	Chromosomal replication initiator protein DnaA
629263.4	5099	6520586	AEAI01000906	140	844	+	fig|629263.4.peg.3014	DnaA inactivator Hda (shorter homolog of DnaA)
629263.4	5099	6520586	AEAI01000101	587	2095	-	fig|629263.4.peg.388	Chromosomal replication initiator protein DnaA
629263.4	5099	6520586	AEAI01000356	2752	4971	+	fig|629263.4.peg.1198	Helicase PriA essential for oriC/DnaA-independent DNA replication
629263.4	5099	6520586	AEAI01000235	7433	8026	-	fig|629263.4.peg.832	DnaA initiator-associating protein DiaA
634177.7	8	3513191	AP012159	2980125	2980883	+	fig|634177.7.peg.2995	DnaA inactivator Hda (shorter homolog of DnaA)
634177.7	8	3513191	AP012159	127	1590	+	fig|634177.7.peg.1	Chromosomal replication initiator protein DnaA
634177.7	8	3513191	AP012159	2660971	2663241	-	fig|634177.7.peg.2697	Helicase PriA essential for oriC/DnaA-independent DNA replication
648757.4	1	4014469	NC_014664	974	2467	+	fig|648757.4.peg.2	Chromosomal replication initiator protein DnaA
648757.4	1	4014469	NC_014664	237533	238231	+	fig|648757.4.peg.211	Chromosomal replication initiator protein DnaA
648757.4	1	4014469	NC_014664	3357636	3359873	-	fig|648757.4.peg.3247	Helicase PriA essential for oriC/DnaA-independent DNA replication
693977.3	5	2886836	NC_015161	110827	113160	-	fig|693977.3.peg.100	Helicase PriA essential for oriC/DnaA-independent DNA replication
693977.3	5	2886836	NC_015161	209	1693	+	fig|693977.3.peg.1	Chromosomal replication initiator protein DnaA
697282.3	102	4978193	NZ_AEGW01000004	265215	265919	-	fig|697282.3.peg.1699	DnaA inactivator Hda (shorter homolog of DnaA)
697282.3	102	4978193	NZ_AEGW01000010	85831	88062	+	fig|697282.3.peg.2969	Helicase PriA essential for oriC/DnaA-independent DNA replication
697282.3	102	4978193	NZ_AEGW01000010	105220	105744	-	fig|697282.3.peg.2986	DnaA initiator-associating protein DiaA
697282.3	102	4978193	NZ_AEGW01000014	43489	44805	-	fig|697282.3.peg.3540	Chromosomal replication initiator protein DnaA
702113.7	4	5313905	NC_015580	2921872	2924049	+	fig|702113.7.peg.2943	Helicase PriA essential for oriC/DnaA-independent DNA replication
702113.7	4	5313905	NC_015580	2176818	2177447	+	fig|702113.7.peg.2281	Chromosomal replication initiator protein DnaA
702113.7	4	5313905	NC_015580	3543828	3545291	+	fig|702113.7.peg.3532	Chromosomal replication initiator protein DnaA
710421.3	3	6342624	CP003053	2479567	2481567	+	fig|710421.3.peg.2406	Helicase PriA essential for oriC/DnaA-independent DNA replication
710421.3	3	6342624	CP003053	590	2086	+	fig|710421.3.peg.1	Chromosomal replication initiator protein DnaA
716540.3	3	3905604	NC_013971	2660863	2661570	-	fig|716540.3.peg.2447	DnaA inactivator Hda (shorter homolog of DnaA)
716540.3	3	3905604	NC_013971	153955	156153	-	fig|716540.3.peg.126	Helicase PriA essential for oriC/DnaA-independent DNA replication
716540.3	3	3905604	NC_013971	568943	569533	-	fig|716540.3.peg.470	DnaA initiator-associating protein DiaA
716540.3	3	3905604	NC_013971	3772963	3774354	-	fig|716540.3.peg.3491	Chromosomal replication initiator protein DnaA
754500.3	3	8048763	AZXU01000002	3349886	3350563	-	fig|754500.3.peg.4214	DnaA inactivator Hda (shorter homolog of DnaA)
754500.3	3	8048763	AZXU01000001	749014	750429	+	fig|754500.3.peg.721	Chromosomal replication initiator protein DnaA
754500.3	3	8048763	AZXU01000002	80247	82457	+	fig|754500.3.peg.1137	Helicase PriA essential for oriC/DnaA-independent DNA replication
796937.3	59	2541543	AFZE01000017	1422	3659	-	fig|796937.3.peg.1228	Helicase PriA essential for oriC/DnaA-independent DNA replication
796937.3	59	2541543	AFZE01000011	51755	53089	+	fig|796937.3.peg.1017	Chromosomal replication initiator protein DnaA
858215.3	91	2546935	NZ_AEVQ01000005	250500	252695	-	fig|858215.3.peg.1398	Helicase PriA essential for oriC/DnaA-independent DNA replication
858215.3	91	2546935	NZ_AEVQ01000008	70073	71404	+	fig|858215.3.peg.1746	Chromosomal replication initiator protein DnaA
872325.3	89	1737396	CAKC01000001	51748	54138	+	fig|872325.3.peg.59	Helicase PriA essential for oriC/DnaA-independent DNA replication
872325.3	89	1737396	CAKC01000038	43294	44658	+	fig|872325.3.peg.573	Chromosomal replication initiator protein DnaA
944564.4	75	1731014	NZ_AFUJ01000026	5291	7030	-	fig|944564.4.peg.705	Helicase PriA essential for oriC/DnaA-independent DNA replication
944564.4	75	1731014	NZ_AFUJ01000054	22727	22906	+	fig|944564.4.peg.1200	Chromosomal replication initiator protein DnaA
944564.4	75	1731014	NZ_AFUJ01000026	4849	5289	-	fig|944564.4.peg.704	Helicase PriA essential for oriC/DnaA-independent DNA replication
944564.4	75	1731014	NZ_AFUJ01000054	21267	22646	+	fig|944564.4.peg.1199	Chromosomal replication initiator protein DnaA
947969.5	435	3976246	AXCY01000196	5	922	+	fig|947969.5.peg.3327	Helicase PriA essential for oriC/DnaA-independent DNA replication
947969.5	435	3976246	AXCY01000006	13767	15245	+	fig|947969.5.peg.478	Chromosomal replication initiator protein DnaA
981539.3	1	2362241	AP012053	478054	480444	+	fig|981539.3.peg.460	Helicase PriA essential for oriC/DnaA-independent DNA replication
981539.3	1	2362241	AP012053	203	1558	+	fig|981539.3.peg.1	Chromosomal replication initiator protein DnaA
987059.4	58	4160065	ATUI01000011	117814	118494	-	fig|987059.4.peg.2292	DnaA inactivator Hda (shorter homolog of DnaA)
987059.4	58	4160065	ATUI01000002	222860	224884	-	fig|987059.4.peg.691	Helicase PriA essential for oriC/DnaA-independent DNA replication
987059.4	58	4160065	ATUI01000002	51551	52993	+	fig|987059.4.peg.526	Chromosomal replication initiator protein DnaA
987059.4	58	4160065	ATUI01000002	111008	111565	+	fig|987059.4.peg.584	DnaA initiator-associating protein DiaA
1005995.4	89	3532407	JMPR01000027	68408	69181	+	fig|1005995.4.peg.1627	DnaA inactivator Hda (shorter homolog of DnaA)
1005995.4	89	3532407	JMPR01000008	104792	106207	-	fig|1005995.4.peg.545	Chromosomal replication initiator protein DnaA
1005995.4	89	3532407	JMPR01000011	68819	71014	-	fig|1005995.4.peg.731	Helicase PriA essential for oriC/DnaA-independent DNA replication
1005995.4	89	3532407	JMPR01000019	18387	18974	+	fig|1005995.4.peg.1148	DnaA initiator-associating protein DiaA
1017273.3	101	3832953	LAHK01000039	8600	9955	-	fig|1017273.3.peg.2089	Chromosomal replication initiator protein DnaA
1017273.3	101	3832953	LAHK01000016	37341	39737	-	fig|1017273.3.peg.805	Helicase PriA essential for oriC/DnaA-independent DNA replication
1033740.3	73	2976740	CAEW01000009	36747	38360	-	fig|1033740.3.peg.577	Helicase PriA essential for oriC/DnaA-independent DNA replication
1033740.3	73	2976740	CAEW01000034	126013	127359	+	fig|1033740.3.peg.2761	Chromosomal replication initiator protein DnaA
1033740.3	73	2976740	CAEW01000009	38350	39156	-	fig|1033740.3.peg.578	Helicase PriA essential for oriC/DnaA-independent DNA replication
1046627.3	70	3279329	AFXZ01000061	19874	21301	-	fig|1046627.3.peg.2657	Chromosomal replication initiator protein DnaA
1046627.3	70	3279329	AFXZ01000013	6359	8815	-	fig|1046627.3.peg.1042	Helicase PriA essential for oriC/DnaA-independent DNA replication
1105114.3	1	1279798	NC_017043	373024	373692	+	fig|1105114.3.peg.424	DnaA inactivator Hda (shorter homolog of DnaA)
1105114.3	1	1279798	NC_017043	321467	322858	+	fig|1105114.3.peg.365	Chromosomal replication initiator protein DnaA
